experiment,description,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap,elapsed_s,tile_size,tile_overlap,scales,confidence,enable_tta,enable_preprocess
E3_low_confidence,Lower confidence to 0.3 to catch marginal detections (occluded/blurred faces),816,688,41,128,0.943758573388203,0.8431372549019608,0.8906148867313916,0.7679449692368507,0.8392738516305835,40.3,640,0.25,"[0.75, 1.0, 1.5]",0.3,False,False
