stage1_time,stage2_time,sr_regions,stage1_faces,stage2_new_faces
0.19942998886108398,192.23160862922668,12,0,26
0.20286154747009277,83.12733507156372,14,8,6
0.20421051979064941,31.01202392578125,100,99,12
