experiment,description,detector,sr_mode,sr_scale,tiled,multiscale,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap,elapsed_s
E3_scrfd_bicubic,"SCRFD + Bicubic 2x upscale (control, no learned SR)",scrfd,bicubic,2,False,False,330,173,2,157,0.9885714285714285,0.5242424242424243,0.6851485148514852,0.7546744966782586,0.522911593223732,2.9
