confidence,precision,recall
0.8905428647994995,1.0,0.004219409282700422
0.8582251071929932,1.0,0.008438818565400843
0.8568795919418335,1.0,0.012658227848101266
0.8539159297943115,1.0,0.016877637130801686
0.8537154197692871,1.0,0.02109704641350211
0.8398222923278809,1.0,0.02531645569620253
0.839618444442749,1.0,0.029535864978902954
0.8393187522888184,1.0,0.03375527426160337
0.8386158347129822,1.0,0.0379746835443038
0.8377548456192017,1.0,0.04219409282700422
0.8366519808769226,1.0,0.046413502109704644
0.8285055160522461,1.0,0.05063291139240506
0.8161268830299377,1.0,0.05485232067510549
0.8132449388504028,1.0,0.05907172995780591
0.80727618932724,1.0,0.06329113924050633
0.8040311336517334,1.0,0.06751054852320675
0.8016918897628784,1.0,0.07172995780590717
0.7989580035209656,1.0,0.0759493670886076
0.7950161099433899,1.0,0.08016877637130802
0.7921549677848816,1.0,0.08438818565400844
0.7909632921218872,1.0,0.08860759493670886
0.7889313697814941,1.0,0.09282700421940929
0.7885862588882446,1.0,0.0970464135021097
0.7885696291923523,1.0,0.10126582278481013
0.7873708009719849,1.0,0.10548523206751055
0.7845616340637207,1.0,0.10970464135021098
0.7841845750808716,1.0,0.11392405063291139
0.7831685543060303,1.0,0.11814345991561181
0.7816870808601379,1.0,0.12236286919831224
0.7814702987670898,1.0,0.12658227848101267
0.7748968005180359,1.0,0.1308016877637131
0.774587869644165,1.0,0.1350210970464135
0.7706841230392456,1.0,0.13924050632911392
0.7693513631820679,1.0,0.14345991561181434
0.7654446363449097,1.0,0.14767932489451477
0.7653309106826782,1.0,0.1518987341772152
0.7624770998954773,1.0,0.15611814345991562
0.7617735862731934,1.0,0.16033755274261605
0.7612361907958984,1.0,0.16455696202531644
0.7497150897979736,1.0,0.16877637130801687
0.7451989650726318,1.0,0.1729957805907173
0.7451593279838562,1.0,0.17721518987341772
0.7414183616638184,1.0,0.18143459915611815
0.7405605316162109,1.0,0.18565400843881857
0.7400145530700684,1.0,0.189873417721519
0.7379840016365051,1.0,0.1940928270042194
0.7374139428138733,1.0,0.19831223628691982
0.7350469827651978,1.0,0.20253164556962025
0.7345676422119141,1.0,0.20675105485232068
0.734046220779419,1.0,0.2109704641350211
0.7325260639190674,1.0,0.21518987341772153
0.7256195545196533,1.0,0.21940928270042195
0.7215133905410767,1.0,0.22362869198312235
0.7212142944335938,1.0,0.22784810126582278
0.7211660742759705,1.0,0.2320675105485232
0.7199944853782654,1.0,0.23628691983122363
0.7196322679519653,1.0,0.24050632911392406
0.7181445360183716,1.0,0.24472573839662448
0.7178410887718201,1.0,0.2489451476793249
0.7155209183692932,1.0,0.25316455696202533
0.7115906476974487,1.0,0.25738396624472576
0.7079601883888245,1.0,0.2616033755274262
0.7036113739013672,1.0,0.26582278481012656
0.7029445171356201,1.0,0.270042194092827
0.7027444839477539,1.0,0.2742616033755274
0.6999383568763733,1.0,0.27848101265822783
0.69948410987854,1.0,0.28270042194092826
0.6973088979721069,1.0,0.2869198312236287
0.6969809532165527,1.0,0.2911392405063291
0.6924675107002258,1.0,0.29535864978902954
0.692405104637146,1.0,0.29957805907172996
0.6921942234039307,1.0,0.3037974683544304
0.6899598836898804,1.0,0.3080168776371308
0.6863577365875244,1.0,0.31223628691983124
0.6850242614746094,1.0,0.31645569620253167
0.6779197454452515,1.0,0.3206751054852321
0.6668691039085388,1.0,0.32489451476793246
0.6644963622093201,1.0,0.3291139240506329
0.6637242436408997,1.0,0.3333333333333333
0.6620954871177673,1.0,0.33755274261603374
0.6611385345458984,1.0,0.34177215189873417
0.6522846817970276,1.0,0.3459915611814346
0.651884138584137,1.0,0.350210970464135
0.6483076810836792,1.0,0.35443037974683544
0.6449762582778931,1.0,0.35864978902953587
0.6433439254760742,1.0,0.3628691983122363
0.6433125734329224,1.0,0.3670886075949367
0.6409799456596375,1.0,0.37130801687763715
0.633729100227356,1.0,0.3755274261603376
0.6328985691070557,1.0,0.379746835443038
0.6309099793434143,1.0,0.38396624472573837
0.6284373998641968,1.0,0.3881856540084388
0.6251652240753174,0.989247311827957,0.3881856540084388
0.6118489503860474,0.9893617021276596,0.3924050632911392
0.6108075380325317,0.9894736842105263,0.39662447257383965
0.6095575094223022,0.9895833333333334,0.4008438818565401
0.6057249307632446,0.9896907216494846,0.4050632911392405
0.6043322086334229,0.9897959183673469,0.4092827004219409
0.5921130180358887,0.98989898989899,0.41350210970464135
0.5915636420249939,0.99,0.4177215189873418
0.5914846062660217,0.9900990099009901,0.4219409282700422
0.5894865393638611,0.9901960784313726,0.42616033755274263
0.5875046253204346,0.9902912621359223,0.43037974683544306
0.582838237285614,0.9903846153846154,0.4345991561181435
0.5733609199523926,0.9904761904761905,0.4388185654008439
0.5544065237045288,0.9905660377358491,0.4430379746835443
0.5503556132316589,0.9906542056074766,0.4472573839662447
0.5413868427276611,0.9907407407407407,0.45147679324894513
0.540032684803009,0.9908256880733946,0.45569620253164556
0.5312677025794983,0.990909090909091,0.459915611814346
0.523674726486206,0.990990990990991,0.4641350210970464
0.5183740854263306,0.9910714285714286,0.46835443037974683
0.5176730155944824,0.9911504424778761,0.47257383966244726
0.5133068561553955,0.9912280701754386,0.4767932489451477
0.5080750584602356,0.991304347826087,0.4810126582278481
0.5035454034805298,0.9913793103448276,0.48523206751054854
0.5026407241821289,0.9914529914529915,0.48945147679324896
