threshold,tp,fp,fn,precision,recall,f1
0.1,172,2,158,0.9885,0.5212,0.6825
0.2,172,2,158,0.9885,0.5212,0.6825
0.3,172,2,158,0.9885,0.5212,0.6825
0.4,172,2,158,0.9885,0.5212,0.6825
0.5,172,2,158,0.9885,0.5212,0.6825
0.6,147,1,183,0.9932,0.4455,0.6151
0.7,104,1,226,0.9905,0.3152,0.4782
0.8,50,0,280,1.0,0.1515,0.2632
0.9,6,0,324,1.0,0.0182,0.0357
