category,count,mean_face_area,mean_face_brightness,mean_image_brightness,mean_image_blur,mean_confidence
detected,17759,7504.316853426431,131.01144472464085,122.94630062914247,718.8073615294207,0.9580838039179255
false_positive,4113,4283.834812606711,116.2300748295731,122.64020218724407,577.2836769188939,0.776278891631237
undetected,21364,888.4688260625351,113.12579370331756,118.61835323625334,904.5797515725112,
