detector,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap
RetinaFace_insightface_det_Tiled_MultiScale,39123,27801,2374,11322,0.9213256006628003,0.710605014952841,0.8023608184940403,0.7856795552402841,0.7031318042344716
