detector,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap
MTCNN_Tiled_MultiScale,39123,20732,17169,18391,0.5470040368328013,0.529918462285612,0.5383257166597424,0.7619369822666955,0.4985115128250961
