category,count,mean_face_area,mean_face_brightness,mean_image_brightness,mean_image_blur,mean_confidence
detected,20092,6777.75647023691,129.77210216720678,122.73387808414196,750.2256984985776,0.9539759676401391
false_positive,11470,3421.6088899828605,119.07991105452707,122.55418277285186,666.7760441854238,0.6721658803009426
undetected,19031,844.5025484735431,112.24163873674817,118.3120578501223,894.1835432590349,
