confidence,precision,recall
0.9484162926673889,1.0,2.5560412033841985e-05
0.9307780265808105,1.0,0.00040896659254147175
0.9279719591140747,1.0,0.0007923727730491016
0.925911545753479,1.0,0.0011757789535567313
0.9248605966567993,1.0,0.0015591851340643612
0.9238827228546143,1.0,0.0019425913145719909
0.9228957295417786,1.0,0.0023259974950796207
0.9219580888748169,1.0,0.0027094036755872506
0.921621561050415,1.0,0.00309280985609488
0.9208946824073792,1.0,0.00347621603660251
0.9202824831008911,1.0,0.00385962221711014
0.9197520613670349,1.0,0.004268588809651612
0.9194939136505127,1.0,0.0046519949901592415
0.9187842011451721,1.0,0.005035401170666871
0.918335497379303,1.0,0.005418807351174501
0.9177261590957642,1.0,0.005802213531682131
0.9174962043762207,1.0,0.00618561971218976
0.9170840978622437,1.0,0.00656902589269739
0.9166068434715271,1.0,0.00695243207320502
0.9161432981491089,1.0,0.00733583825371265
0.915945291519165,1.0,0.00771924443422028
0.9156390428543091,1.0,0.008102650614727909
0.9152728319168091,1.0,0.008511617207269381
0.9150398969650269,1.0,0.00889502338777701
0.9147034883499146,1.0,0.009278429568284641
0.9141915440559387,1.0,0.00966183574879227
0.9138392210006714,1.0,0.0100452419292999
0.9134088754653931,1.0,0.01042864810980753
0.9131258130073547,1.0,0.01081205429031516
0.9128512144088745,1.0,0.01119546047082279
0.9125491380691528,1.0,0.01157886665133042
0.912266194820404,1.0,0.01196227283183805
0.911963701248169,1.0,0.01237123942437952
0.9118096232414246,1.0,0.012754645604887151
0.9115021824836731,1.0,0.01313805178539478
0.9113359451293945,1.0,0.01352145796590241
0.9111043214797974,1.0,0.01390486414641004
0.9107718467712402,1.0,0.01428827032691767
0.9104775190353394,1.0,0.0146716765074253
0.9101056456565857,1.0,0.01505508268793293
0.9098482728004456,1.0,0.01543848886844056
0.909674346446991,1.0,0.01582189504894819
0.9095374345779419,1.0,0.016205301229455817
0.9093168377876282,1.0,0.01661426782199729
0.9092261791229248,1.0,0.01699767400250492
0.9090536832809448,1.0,0.01738108018301255
0.9089275598526001,1.0,0.01776448636352018
0.9086315035820007,1.0,0.01814789254402781
0.9084683656692505,1.0,0.01853129872453544
0.9083051085472107,1.0,0.01891470490504307
0.9080651998519897,1.0,0.019298111085550698
0.9078174233436584,1.0,0.019681517266058327
0.9076353907585144,1.0,0.02006492344656596
0.907443642616272,1.0,0.02047389003910743
0.9073296189308167,1.0,0.02085729621961506
0.9069724082946777,1.0,0.02124070240012269
0.9067736864089966,1.0,0.02162410858063032
0.9065313935279846,1.0,0.02200751476113795
0.9063186049461365,1.0,0.02239092094164558
0.9061682224273682,1.0,0.022774327122153208
0.9059394598007202,1.0,0.02315773330266084
0.9057669639587402,1.0,0.02354113948316847
0.9055404663085938,1.0,0.0239245456636761
0.9053771495819092,1.0,0.024307951844183728
0.9052231907844543,1.0,0.0247169184367252
0.905062198638916,1.0,0.02510032461723283
0.904877245426178,1.0,0.02548373079774046
0.9047583341598511,1.0,0.02586713697824809
0.9046260714530945,1.0,0.026250543158755718
0.9044227600097656,1.0,0.02663394933926335
0.9042935371398926,1.0,0.02701735551977098
0.9041560888290405,1.0,0.02740076170027861
0.9039512872695923,1.0,0.027784167880786238
0.903841495513916,1.0,0.028167574061293867
0.903653621673584,1.0,0.0285509802418015
0.903504490852356,1.0,0.02895994683434297
0.90338134765625,1.0,0.0293433530148506
0.9032063484191895,1.0,0.029726759195358228
0.9030493497848511,1.0,0.03011016537586586
0.9028347730636597,1.0,0.03049357155637349
0.9026347994804382,1.0,0.03087697773688112
0.9024264812469482,1.0,0.03126038391738875
0.9023323059082031,1.0,0.03164379009789638
0.9021910429000854,1.0,0.03202719627840401
0.9020178914070129,1.0,0.032410602458911635
0.9018868803977966,1.0,0.03281956905145311
0.9017678499221802,1.0,0.03320297523196074
0.9016103744506836,1.0,0.03358638141246837
0.90140700340271,1.0,0.033969787592975996
0.9012812376022339,1.0,0.03435319377348363
0.9011515378952026,1.0,0.03473659995399126
0.901049792766571,1.0,0.035120006134498886
0.9009215831756592,1.0,0.03550341231500652
0.9007882475852966,1.0,0.035886818495514144
0.9005544185638428,1.0,0.03627022467602178
0.9004262685775757,1.0,0.03665363085652941
0.900310754776001,1.0,0.03706259744907088
0.9001668691635132,1.0,0.037446003629578506
0.9000447988510132,1.0,0.03782940981008614
0.8999357223510742,1.0,0.03821281599059377
0.8998187780380249,1.0,0.038596222171101396
0.8997002840042114,1.0,0.03897962835160903
0.8995803594589233,1.0,0.039363034532116654
0.8994593620300293,1.0,0.03974644071262429
0.8993041515350342,1.0,0.04012984689313192
0.8991488218307495,1.0,0.040513253073639545
0.8989853858947754,1.0,0.040922219666181016
0.8988425731658936,1.0,0.04130562584668865
0.8987371921539307,1.0,0.04168903202719628
0.8986520767211914,1.0,0.042072438207703906
0.898479163646698,1.0,0.04245584438821154
0.8983365297317505,1.0,0.042839250568719164
0.8982508182525635,1.0,0.0432226567492268
0.898112416267395,0.9994138335287222,0.043580502517700584
0.8980004787445068,0.999418942475305,0.043963908698208216
0.8978291749954224,0.9994239631336406,0.04434731487871584
0.8976949453353882,0.9994288977727013,0.044730721059223474
0.8976069688796997,0.9994340690435767,0.045139687651764945
0.8973824977874756,0.999438832772166,0.04552309383227258
0.8972740173339844,0.9994435169727324,0.0459065000127802
0.897149384021759,0.9994481236203091,0.046289906193287836
0.8969910144805908,0.9994526546250684,0.04667331237379547
0.896860659122467,0.999457111834962,0.047056718554303094
0.8967564105987549,0.9994614970382337,0.047440124734810726
0.896533191204071,0.999465811965812,0.04782353091531835
0.8963897228240967,0.9994700582935877,0.048206937095825984
0.8962568044662476,0.9994742376445847,0.04859034327633362
0.896050214767456,0.9994786235662148,0.04899930986887509
0.8959560394287109,0.999482669425763,0.04938271604938271
0.8958605527877808,0.9994866529774127,0.049766122229890346
0.8957875967025757,0.999490575649516,0.05014952841039798
0.8956246972084045,0.9994944388270981,0.050532934590905604
0.8954588174819946,0.9994982438534872,0.050916340771413236
0.8953092694282532,0.9995019920318725,0.05129974695192086
0.8951613903045654,0.9995056846267919,0.051683153132428494
0.8949917554855347,0.9995093228655545,0.05206655931293613
0.8949048519134521,0.9995129079396006,0.05244996549344375
0.8947205543518066,0.9995164410058027,0.052833371673951385
0.8946151733398438,0.9995201535508638,0.053242338266492856
0.8944416642189026,0.9995235826584088,0.05362574444700049
0.8942888975143433,0.9995269631031221,0.054009150627508114
0.8942196369171143,0.9995302959135745,0.054392556808015746
0.8940844535827637,0.9995335820895522,0.05477596298852337
0.8939446210861206,0.999536822603057,0.055159369169031004
0.8938446044921875,0.999540018399264,0.05554277534953864
0.8937025666236877,0.9995431703974418,0.05592618153004626
0.8935959339141846,0.9995462794918331,0.056309587710553895
0.8934870958328247,0.9995493465525012,0.05669299389106153
0.8933112621307373,0.9995523724261415,0.05707640007156915
0.8931965827941895,0.9995555555555555,0.057485366664110624
0.8930294513702393,0.9995584988962473,0.057868772844618256
0.8929381370544434,0.999561403508772,0.05825217902512588
0.8928021788597107,0.9995642701525055,0.058635585205633514
0.8926708698272705,0.9995670995670995,0.05901899138614115
0.8925732970237732,0.9995698924731182,0.05940239756664877
0.8924685120582581,0.9995726495726496,0.059785803747156405
0.8923620581626892,0.9995753715498938,0.06016920992766404
0.8922226428985596,0.9995780590717299,0.06055261610817166
0.8920503854751587,0.99958071278826,0.060936022288679295
0.8919500112533569,0.9995835068721366,0.061344988881220766
0.8918230533599854,0.9995860927152318,0.06172839506172839
0.8916903734207153,0.9995886466474702,0.062111801242236024
0.8915925025939941,0.9995911692559281,0.06249520742274366
0.8914803266525269,0.9995936611133686,0.06287861360325128
0.8913154602050781,0.9995961227786753,0.06326201978375891
0.8911533951759338,0.9995985547972702,0.06364542596426655
0.891037106513977,0.9996009577015164,0.06402883214477417
0.8909305334091187,0.9996033320111067,0.0644122383252818
0.8907950520515442,0.9996056782334385,0.06479564450578944
0.890659749507904,0.999607996863975,0.06517905068629706
0.8905518054962158,0.9996104402025711,0.06558801727883853
0.8904643654823303,0.9996127033307514,0.06597142345934616
0.89037024974823,0.9996149403157489,0.0663548296398538
0.8902480006217957,0.9996171516079633,0.06673823582036142
0.8901298642158508,0.9996193376475067,0.06712164200086905
0.8899151682853699,0.9996214988644966,0.06750504818137669
0.8898018598556519,0.9996236356793377,0.06788845436188432
0.8896688222885132,0.999625748502994,0.06827186054239194
0.8895320892333984,0.9996278377372534,0.06865526672289958
0.8893904685974121,0.9996299037749815,0.0690386729034072
0.8893048763275146,0.9996320824135394,0.06944763949594868
0.8891652226448059,0.9996341017197219,0.0698310456764563
0.8890542387962341,0.9996360989810772,0.07021445185696393
0.8889669179916382,0.9996380745566413,0.07059785803747157
0.8888775110244751,0.9996400287976962,0.07098126421797919
0.8887561559677124,0.9996419620479771,0.07136467039848682
0.8885613679885864,0.9996438746438746,0.07174807657899446
0.8884588479995728,0.9996457669146298,0.07213148275950208
0.8883170485496521,0.9996476391825229,0.07251488894000971
0.8881641626358032,0.9996494917630564,0.07289829512051735
0.8880687355995178,0.9996513249651325,0.07328170130102497
0.8879218101501465,0.9996532593619972,0.07369066789356644
0.8878008127212524,0.9996550534667127,0.07407407407407407
0.8877087831497192,0.9996568291008923,0.07445748025458171
0.887580156326294,0.99965858654831,0.07484088643508933
0.8874945640563965,0.9996603260869565,0.07522429261559696
0.8873723745346069,0.9996620479891856,0.0756076987961046
0.8872396945953369,0.9996637525218561,0.07599110497661223
0.8871580362319946,0.9996654399464704,0.07637451115711985
0.88694828748703,0.9996671105193076,0.07675791733762748
0.8867675065994263,0.9996687644915535,0.07714132351813512
0.8866212368011475,0.999670510708402,0.07755029011067659
0.8865242004394531,0.9996721311475409,0.07793369629118421
0.8864163160324097,0.999673735725938,0.07831710247169184
0.8863074779510498,0.9996753246753247,0.07870050865219948
0.8862316608428955,0.9996768982229403,0.0790839148327071
0.8861435651779175,0.9996784565916399,0.07946732101321473
0.8860353827476501,0.99968,0.07985072719372237
0.885907769203186,0.9996815286624203,0.08023413337423
0.8857772350311279,0.9996830427892235,0.08061753955473762
0.8856515884399414,0.9996845425867508,0.08100094573524526
0.8855740427970886,0.9996860282574568,0.08138435191575288
0.8854948282241821,0.999687597625742,0.08179331850829435
0.8854175209999084,0.9996890547263682,0.08217672468880198
0.8853009939193726,0.9996904982977406,0.08256013086930962
0.8851574063301086,0.9996919285274184,0.08294353704981725
0.8849949836730957,0.9996933455995094,0.08332694323032487
0.8848677277565002,0.9996947496947497,0.0837103494108325
0.8847174048423767,0.9996961409905804,0.08409375559134014
0.8845900893211365,0.999697519661222,0.08447716177184776
0.884515643119812,0.9996988858777477,0.08486056795235539
0.8844068050384521,0.9997002398081535,0.08524397413286303
0.8843209743499756,0.9997015816174276,0.08562738031337065
0.8841409087181091,0.9997029997029997,0.08603634690591212
0.883995771408081,0.9997043169722057,0.08641975308641975
0.8838528394699097,0.9997056226081837,0.08680315926692739
0.8837327361106873,0.9997069167643611,0.08718656544743501
0.883588433265686,0.9997081995914794,0.08756997162794264
0.8834601640701294,0.9997094712376525,0.08795337780845028
0.8833901882171631,0.9997107318484235,0.0883367839889579
0.8832625150680542,0.9997119815668203,0.08872019016946553
0.88313889503479,0.9997132205334098,0.08910359634997315
0.8830379247665405,0.9997144488863506,0.0894870025304808
0.8829485177993774,0.9997157475838545,0.08989596912302227
0.8828302025794983,0.9997169544296631,0.09027937530352989
0.8827258348464966,0.9997181510710259,0.09066278148403752
0.8825660347938538,0.9997193376368229,0.09104618766454516
0.8824363946914673,0.9997205142537731,0.09142959384505278
0.8822991251945496,0.9997216810464793,0.0918130000255604
0.8821622133255005,0.9997228381374723,0.09219640620606805
0.8820194602012634,0.9997239856472536,0.09257981238657567
0.8819187879562378,0.9997251236943375,0.0929632185670833
0.8817486763000488,0.9997262523952916,0.09334662474759094
0.8815773725509644,0.9997273718647764,0.09373003092809856
0.8814725875854492,0.999728555917481,0.09413899752064003
0.8814008235931396,0.9997296566639632,0.09452240370114766
0.8812978267669678,0.9997307485191168,0.0949058098816553
0.8811876773834229,0.9997318315902387,0.09528921606216292
0.8810892105102539,0.999732905982906,0.09567262224267055
0.8809603452682495,0.9997339718010109,0.09605602842317819
0.880850613117218,0.9997350291467939,0.09643943460368581
0.8807195425033569,0.9997360781208762,0.09682284078419344
0.8806470632553101,0.9997371188222923,0.09720624696470107
0.8805557489395142,0.9997381513485205,0.0975896531452087
0.8804528117179871,0.9997392438070404,0.09799861973775018
0.88033127784729,0.9997402597402597,0.0983820259182578
0.8802086114883423,0.9997412677878396,0.09876543209876543
0.8801053762435913,0.9997422680412371,0.09914883827927307
0.8799408078193665,0.9997432605905007,0.09953224445978069
0.8798295259475708,0.9997442455242966,0.09991565064028832
0.8797181844711304,0.9997452229299363,0.10029905682079596
0.8796141743659973,0.999746192893401,0.10068246300130358
