detector,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap
MTCNN_MultiScale,39123,20092,11470,19031,0.6365883023889487,0.5135597985839532,0.5684940227771097,0.7690280521239936,0.49268482874441727
