detector,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap
RetinaFace_insightface_det_MultiScale,39123,20250,948,18873,0.9552787998867818,0.5175983436853002,0.6714079673745462,0.7899917630177957,0.5140899686611841
