category,count,mean_face_area,mean_face_brightness,mean_image_brightness,mean_image_blur,mean_confidence
detected,27801,5162.864033667854,125.925211200758,122.4245931334805,777.0996196308224,0.757912903618913
false_positive,2374,1638.959237223226,112.82104316614425,119.5403678718721,821.3474780289165,0.5637750486390573
undetected,11322,769.9724430312666,109.75136079758876,116.06074348245599,926.2140276134621,
