detector,total_gt,tp,fp,fn,precision,recall,f1,mean_iou,ap
RetinaFace_insightface_det,39123,19977,888,19146,0.9574406901509706,0.5106203512000613,0.6660332066413283,0.7918268363415052,0.507276841614303
